ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	IconFrame	BackgroundImage3
154	纯阳-一刀流骚扰		4	4	20		21				0			<text>text="可在纯阳宫的" font=18</text><text>text="柒柒" font=229 link="NPCGuide/783"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/793"</text><text>text="参与活动。" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>				ui\Image\Active\活动场景\纯阳门派事件.tga	ui\Image\Active\活动场景\纯阳门派事件.tga	0				421									0~999	7;		10	ui\Image\Active\活动场景\纯阳门派事件.tga
155	唐门-唐家送亲		4	4	20		21				0			<text>text="可在唐家堡的" font=18</text><text>text="唐怀信" font=229 link="NPCGuide/788"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/798"</text><text>text="参与活动。" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>				ui\Image\Active\活动场景\唐门门派事件.tga	ui\Image\Active\活动场景\唐门门派事件.tga	0				426									0~999	122;		10	ui\Image\Active\活动场景\唐门门派事件.tga
156	万花-机甲大战		4	4	20		21				0			<text>text="可在万花谷的" font=18</text><text>text="东方欣" font=229 link="NPCGuide/802"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/100"</text><text>text="参与活动。\\\n" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>				ui\Image\Active\活动场景\万花门派事件.tga	ui\Image\Active\活动场景\万花门派事件.tga	0				424									0~999	2;		10	ui\Image\Active\活动场景\万花门派事件.tga
157	明教-守卫陆烟儿		4	4	20		21				0			<text>text="可在明教的" font=18</text><text>text="伊利亚斯" font=229 link="NPCGuide/789"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/799"</text><text>text="参与活动。" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>				ui\Image\Active\活动场景\明教门派事件.tga	ui\Image\Active\活动场景\明教门派事件.tga	0				492									0~999	150;		10	ui\Image\Active\活动场景\明教门派事件.tga
158	少林-竞技大会		4	4	20		21	0			0			<text>text="可在少林的" font=18</text><text>text="芋头" font=229 link="NPCGuide/782"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/792"</text><text>text="参与活动。" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>	3			ui\Image\Active\活动场景\少林门派事件.tga	ui\Image\Active\活动场景\少林门派事件.tga					428	0	0		0				0	0~999	5;		10	ui\Image\Active\活动场景\少林门派事件.tga
159	五毒-曲云解毒		4	4	20		21	0			0			<text>text="可在五毒的" font=18</text><text>text="容夏" font=229 link="NPCGuide/787"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/797"</text><text>text="参与活动。" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>	3			ui\Image\Active\活动场景\五毒门派事件.tga	ui\Image\Active\活动场景\五毒门派事件.tga					427	0	0		0				0	0~999	102;		10	ui\Image\Active\活动场景\五毒门派事件.tga
160	控制黑市交易开始		2		1	0	0	0			4						3									0	0	0		0				0	0~999				
161	钓鱼活动		2	2	80		1	0			1			<text>text="可前往" font=18</text><text>text="帮会领地" font=229 link="NPCGuide/129"</text><text>text="内" font=18</text><text>text="唱晚池" font=229 link="NPCGuide/129"</text><text>text="旁参与。" font=18</text>		<text>text="1、每天晚上九点至十一点。\\\n2、活动期间内侠士可随时离开。" font=18</text>	3	5;	0	ui\Image\Active\活动场景\帮会钓鱼.tga	ui\Image\Active\活动场景\帮会钓鱼.tga					0	0	1		0				0	0~999			13	ui\Image\Active\活动场景\帮会钓鱼.tga
162	钓鱼活动-第二阶段		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
163	钓鱼活动-第三阶段		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
164	捕快排行奖励发放		4		1	0	1	0			4						3									0	0	0		0				0	0~999				
168	充值翻牌功能开关		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
170	阵营押镖	每周三和周五晚6点至12点。	3	5	95		51	0			2			<text>text="可前往昆仑的" font=18</text><text>text="浩气盟镖师" font=101 link="NPCGuide/774"</text><text>text="、" font=18</text><text>text="恶人谷镖师" font=101 link="NPCGuide/775"</text><text>text="，或南屏山的" font=18</text><text>text="浩气盟镖师" font=101 link="NPCGuide/772"</text><text>text="、" font=18</text><text>text="恶人谷镖师" font=101 link="NPCGuide/773"</text><text>text="处接取任务。" font=18</text>		<text>text="        每周三和周五晚6点至12点，可至南屏山或昆仑的阵营驿站处接取任务《阵营押镖》。\\\n        当次活动第一次接取任务时，系统会额外给出4箱镖银道具，如果将镖银带至交任务地点，则完成任务时会获得额外奖励，否则只能获得任务基础奖励。\\\n        在押运途中，每被敌对阵营击杀一次，会损失一箱镖银。\\\n        在活动期间击杀敌对阵营的侠士，可获得其身上部分的镖银和抢来的镖银。\\\n        抢来的镖银可在浩气盟收货人和恶人谷收货人处兑换奖励。\\\n" font=18</text>	3		0	ui\Image\Active\押镖活动.tga	ui\Image\Active\押镖活动.tga					0	0	0						0	0~999	22;30;			ui\Image\Active\押镖活动.tga
171	战阶排名奖励发放		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
172	逼婚·主城表现		1		1	0	1	0			4						4									0	0	0		0				0					
173	逼婚·创建假剑心		1		1	0	1	0			4						4									0	0	0		0				0					
174	逼婚·玄晶公告		1		1	0	1	0			4						4									0	0	0		0				0					
175	逼婚·创建假剑心父活动		1		1	0	1	0			4						4									0	0	0		0				0					
176	逼婚·总父活动		1		1	0	1	0			4						4									0	0	0		0				0					
177	逼婚·正式活动		1		1	0	1	0			4						4									0	0	0		0				0					
180	安史之乱预热		4		1	0	8	0			4						3									0	0	0		0				507	0~999				
181	祈福雅安		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
182	祈福雅安公告		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
183	洛道野外BOSS		3		1	0	0	0			4						3																		0~999				
184	寇岛野外BOSS		3		1	0	0	0			4						3																		0~999				
185	金水镇野外BOSS		3		1	0	0	0			4						3																		0~999				
186	丐帮-十二连环坞挑衅		4	4	20		21	0			0			<text>text="可在丐帮的" font=18</text><text>text="崔永沅" font=229 link="NPCGuide/791"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/800"</text><text>text="参与活动。" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>	3			ui\Image\Active\活动场景\丐帮门派事件.tga	ui\Image\Active\活动场景\丐帮门派事件.tga					430	0	0		0				0	0~999	159;		10	ui\Image\Active\活动场景\丐帮门派事件.tga
187	狼牙首领·洛阳		3		1	0	0	0			4						3																		0~999			18	
188	世界首领	首领每周三和周五的20点刷新，不被击杀则一直存在	4	5	95		55	0			0		大规模野外战斗	<text>text="柳哲" font=229 link="NPCGuide/1024"</text><text>text="和" font=41</text><text>text="独孤修" font=229 link="NPCGuide/1026"</text><text>text="将于每周三分别出现在长安·战乱和千岛湖。\\\n" font=18</text>	<text>text="金币、江湖贡献值、侠义值、装备" font=18</text>	<text>text="        风雷刀谷之乱后，魔刀“雷魄”被史朝清盗出，并按照父亲史思明之意，进献给渤海国月泉宗宗主月泉淮。霸刀山庄立即派出高手前往夺刀截杀。然而接触过魔刀的高手都先后被煞气侵袭，陷入迷乱，在各地徘徊。为了防止这几位高手心智失控后闯出大祸，需要有人能前往当地制止，令他们恢复神智。" font=18</text><text>text="\\\n" font=168</text><text>text="        1、有几率掉落高品质紫色武器和防具，只会拾取到自己心法适用的装备。\\\n        2、首领实力非常强劲，非极大规模的团队不可战胜，建议参与人数：200。\\\n        3、参与击杀首领战斗5分钟以上且等级90级以上玩家才有机会拾取战利品。\\\n        4、首领生性谨慎，超过限定范围则会回到原点并且恢复全部气血。" font=18</text>		30;10;0;	1	ui\Image\Active\活动场景\世界首领.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_ShiJieBoss.tga														0~999	156;215;	<text>text="金币、江湖贡献值、侠义值、装备" font=18</text>	18	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_ShiJieBoss.tga
189	令狐伤的进击		1		1	0	1	0			4						4									0	0	0		0				0	0~999				
190	乱世天策-抵御狼牙		4	4	80		21	0			0			<text>text="可在天策·战乱的" font=18</text><text>text="古月" font=229 link="NPCGuide/790"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/801"</text><text>text="参与活动。" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>	3			ui\Image\Active\活动场景\战乱天策门派活动.tga	ui\Image\Active\活动场景\战乱天策门派活动.tga					431	0	0		0				0	0~999	158;		10	ui\Image\Active\活动场景\战乱天策门派活动.tga
191	令狐伤的进击·当晚刷怪		1		1	0	1	0			4						4									0	0	0		0				0	0~999				
192	茶馆·战乱		2	4	80		5	0			1			<text>text="前往" font=18</text><text>text="洛阳·战乱" font=229 link="NPCGuide/769"</text><text>text="、" font=18</text><text>text="长安·战乱" font=229 link="NPCGuide/768"</text><text>text="驿站附近的老板娘处接受任务。" font=18</text>		<text>text="1、每人每日可接取十次老板娘的任务委托。\\\n2、额外奖励需要接取任务" font=18</text><text>text="乱世烽烟江湖行" font=168</text><text>text="来获得。" font=18</text>	3	0;	0	ui\Image\Active\活动场景\茶馆.tga	ui\Image\Active\活动场景\茶馆.tga					318						1440630000	1442185200		80~999			12	ui\Image\Active\活动场景\茶馆.tga
193	世界首领	首领每周三和周五的20点刷新，不被击杀则一直存在	4	5	95		55	0			0		大规模野外战斗	<text>text="柳时清（冰盔龙甲）" font=229 link="NPCGuide/1023"</text><text>text="和" font=18</text><text>text="月弄痕" font=229 link="NPCGuide/1025"</text><text>text="将于每周五分别出现在洛阳·战乱和五台山。" font=18</text>	<text>text="金币、江湖贡献值、侠义值、装备" font=18</text>	<text>text="        风雷刀谷之乱后，魔刀“雷魄”被史朝清盗出，并按照父亲史思明之意，进献给渤海国月泉宗宗主月泉淮。霸刀山庄立即派出高手前往夺刀截杀。然而接触过魔刀的高手都先后被煞气侵袭，陷入迷乱，在各地徘徊。为了防止这几位高手心智失控后闯出大祸，需要有人能前往当地制止，令他们恢复神智。\\\n        1、有几率掉落高品质紫色武器和防具，只会拾取到自己心法适用的装备。\\\n        2、首领实力非常强劲，非极大规模的团队不可战胜，建议参与人数：200。\\\n        3、参与击杀首领战斗5分钟以上且等级90级以上玩家才有机会拾取战利品。\\\n        4、首领生性谨慎，超过限定范围则会回到原点并且恢复全部气血。" font=18</text>		30;10;0;	1	ui\Image\Active\活动场景\世界首领.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_ShiJieBoss.tga														0~999	151;214;	<text>text="金币、江湖贡献值、侠义值、装备" font=18</text>	18	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_ShiJieBoss.tga
195	更新薪火值重置时间		4		1	0	0	0			4						3									0	0	0		0				0	0~999				
196	科举-省试		2	4	10		1				1			<text>text="可前往" font=18</text><text>text="扬州梅翥" font=229 link="NPCGuide/163"</text><text>text="、" font=18</text><text>text="成都王凌枫" font=229 link="NPCGuide/290"</text><text>text="处参与考试。" font=18</text>		<text>text="1、参与即可获得会试的邀请函。\\\n2、全天开放\\\n" font=18</text>	4		2	ui\Image\Active\活动场景\科举.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_KeJuShengShi.tga						10936	1							0~999			17	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_KeJuShengShi.tga
197	科举-会试		2	5	20		5				1			<text>text="有资格的玩家可前往" font=18</text><text>text="扬州" font=229 link="NPCGuide/163"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/290"</text><text>text="考试区域参与考试。" font=18</text>		<text>text="1、经过省试获得会试资格的玩家可参与。\\\n2、每周六晚上20点至周日晚上24点。" font=18</text>	4	30;0;	0	ui\Image\Active\活动场景\科举.tga	ui\Image\Active\活动场景\科举.tga						4125	1							0~999			17	ui\Image\Active\活动场景\科举.tga
198	科举-放榜	周一早7点至24点	2		20	776							全民可查看，会试前10名的玩家可领奖	<text>text="        " font=18</text><text>text="扬州城市内" font=168 link="NPCGuide/163"</text><text>text="考试区域。" font=18</text>	<text>text="        会试第1-10名奖励：统一奖励3个" font=198</text><text>text="精铁宝箱" font=198 link="ItemLinkInfo/5/6255"</text><text>text="；大声望道具" font=198</text><text>text="翰林玉签·日" font=198 link="ItemLinkInfo/5/6346"</text><text>text="3个；“秀才”称号。" font=198</text>	<text>text="        主考大人官务繁忙，物品只存在到周一晚上18点，如若过时不领，皆视为放弃奖品。" font=18</text>	3			ui\Image\Active\活动场景\科举.tga	ui\Image\Active\活动场景\科举.tga						4126	1							80~999			17	ui\Image\Active\活动场景\科举.tga
