id	content
608	\n【沙罗杖】\n\n\n　　外观：沙罗杖重四十七斤，长五尺四寸，乳白色泽，上以小字篆刻金刚经文。\n\n　　来历：此杵乃少林开派第四代弟子源和神僧所用武器，本是当时名匠张崖以长白山所产精金打造，源和神僧持之行走江湖之时，敌手触之伤筋，擦之裂骨，锋芒所向，当者披靡，但源和神僧慈悲为怀，杵下只伤不杀。此杵险恶至此，但数十年来竟无一人亡命于杵下，源和神僧坐化之后，武林中人以佛组入灭之地的沙罗树为名，贺号曰『沙罗杖』。\n\n　　下落：现在少林藏经阁中供奉。 
609	碧木青藤\n\n外观：长六尺一寸，重九十三两，棍为降龙木盘绕万年藤所制，柔韧坚实皆有。\n来历：不祥。\n下落：不祥。
610	\n\n\n【雪月】\n\n\n\n　　外观：长六尺五寸，重十五斤十七两。\n\n　　来历：天策府第一高手杨宁的爱枪，此枪已有百年的历史，通体乳白，上有黑色条纹，散发出悠远典雅的气质，杨宁非常珍惜它。\n\n　　下落：杨宁手中。
611	\n\n\n【鸣镝 】\n\n\n　　外观：长五尺六寸，重十二斤八十两，枪为暗黄色，枪杆之上凿有七孔，迎风抖动，呜呜奏鸣，发金戈之声。\n\n　　来历：东突厥颉利可汗持之纵横沙场，颉利可汗逝后，此枪辗转流落中原。\n\n下落：安禄山收藏。
612	\n\n\n【焚海】\n\n\n\n　　外观：长六尺，重三十斤七两，枪身湛蓝，如水波流动其上，长枪刺出，尖啸之音宛若大漠飞沙。\n\n　　来历：古枪，史朝义重金购入。\n\n　　下落：狼牙军史朝义之手。
613	\n\n\n\n【初尘】\n\n\n　　外观：长五尺八寸，重三十三斤四两。\n\n　　来历：唐初名将李靖爱枪，以爱妻张初尘之名名之，铁枪红缨。\n\n　　下落：李复手中。
614	\n\n【金纂提炉枪】\n\n\n\n\n　　外观：长六尺三寸，重十五斤三两，枪杆把手盘绕有金虎一只。\n\n　　来历：隋唐年间四宝将军尚师徒的宝枪,后为李世民爱将秦琼得到，视若珍宝。\n\n　　下落：天策秦颐岩手中。
615	\n\n【凤翅镏金镗】\n\n\n　　外观：长一丈一尺，重七十一斤三两，镗锋刻有采凤双翼，飘然若飞。\n\n　　正峰之侧，横有月牙，牙朝上，上下均有一定间隔的利刃。锋与横刃互镶并嵌于柄。\n\n　　来历：隋将宇文成都所持兵刃。\n\n　　下落：不祥。
616	\n\n\n【五钩神飞枪】\n\n\n\n　　外观：枪长丈二，枪头一尺六，重十七斤四两，枪呈灿银之色。\n\n　　来历：李世民手下不败名将罗成宝枪。\n\n　　下落：不祥。
617	\n\n\n【龟背托龙枪】\n\n\n\n\n　　外观：长六尺五寸，重十六斤五两\n\n　　来历：唐初名将尉迟恭所用之枪\n\n　　下落：天策府冷天锋手中。
618	\n【七转墨蛛手】（拳套）\n\n外观：色泽墨黑，重七两三钱。\n\n来历：方乾采苗疆墨蛛之丝，凭绝世功力七蒸七熔，为情人五毒教前任教主魔刹罗制成墨蛛手，墨蛛本是毒中之王，此手套功能催发毒物毒性，持之施毒施蛊，事半功倍。\n\n下落：随魔刹罗失踪下落不明。
619	\n【幽月　乱花】（双兵）\n外观 ：幽月剑长两尺六寸，重五十二两，刃宽两寸，两边锋利，刚硬沉静，挥动起来杀气逼人。乱花剑长两尺，重二十两九钱，刃宽一寸，纤细、柔软、锋利，削铁如泥。\n\n来历 ：当初唐太宗李世民赠与相知山庄的一双剑。据说出自汉朝工匠张蹇之手，后被太宗所得。幽月适合男用，乱花适合女用。据说惟有心意相通的有情人才能互相合使二剑威力发挥到极致。\n\n下落：收藏在寻幽岛的怀思崖下面的洞穴里。相知山庄已经有两代无法使用这双剑了。
620	\n【碧落　黄泉】（双兵）\n\n外观：碧落棍长两尺三寸，重七斤二两，黄泉棍长三尺一寸，重九斤三两，两棍一呈碧绿，一呈金黄。\n\n来历：此棍乃商朝武器宗匠墨青所制，内藏机括，可合为长棍一只。\n\n下落：司徒一一收藏。
621	\n【寒铁　冰魄】（双兵）\n\n外观：寒铁长三尺五寸，重六斤六两，剑身异常坚固。冰魄剑长两尺一寸，重三十二两二钱，剑身为昆仑雪域冰魄结成，晶莹透明，剑身上传来的阵阵寒气，侵人骨髓，最让敌人头痛。\n\n来历：昆仑镇派双宝之一，从第一代掌门传到现在，也是掌门的信物。传说是第一代掌门深入昆仑极寒之地取千年冰魄中及共生寒铁炼制。\n\n下落：“恶人谷惨变”后被恶人谷所夺。
622	\n【无双剑】（双兵）\n\n外观：长剑三尺三寸，重七十一两五钱，短剑一尺四寸，重二十二两四钱，乃乌日铜与精铁百炼而成，剑身金红色泽流动。\n\n来历：藏剑老庄主叶孟秋亲手打造，“无双剑”，一长一短，红缨相系，轻重长短差异极大，非谙熟剑技者难以运使。\n\n下落：叶炜青年时期失去全身内力，心丧如死，将爱剑弃于西湖之中，叶炜爱妻柳夕深信叶炜有朝一日定能重出江湖，暗中将剑捞起。叶炜后来果然武功尽复，不料却早已弃剑不用，却再非柳夕所能预料。柳夕身死霸刀山庄之后，无双剑被叶炜带回藏剑山庄，借以思念爱妻恩情。
623	\n【赤练　蓝翼】（双兵）\n\n外观：赤练剑柔钢所制，长三尺七寸，重四斤二两，通体胭红，剑身分为十七节，各节首尾相连，合成一剑；蓝翼剑长二尺二寸，剑柄极短，剑刃甚长，乃精金揉合若参山中青银打造。赤练剑在深厚内力逼迫之下，剑身十七节脱开延展，更可在尖端勾挂碧翼剑，婉转如意，隔空伤敌。\n\n来历：隋代奇匠洛斑手笔\n\n下落：不祥。
624	\n【水火囚龙棍】\n\n外观：水火囚龙棍乃是一对短棍，水棍长三尺一寸，重九十五两三钱，凄清若冰，火棍长两尺九寸，重九十七两，焰红炽热。\n\n来历：隋朝靠山王杨林手中利器，传言乃是仙界之物。\n\n下落：不详。
625	《九天兵鉴》\n\n古今天下第一奇书，由魏晋南北朝第一代“九天”一同编着。《九天兵鉴》只有四卷，分别是《武典》、《天论》、《国策》、《兵鉴》。\n《武典》\n描述：中华武学之盛典，将历代以来各派武学融会贯通，集为大成。分十五章，分别是《伤》、《破》、《王》、《庆》、《雁》、《灭》、《铎》、《战》、《成》、《卫》、《极》、《平》、《比》、《虚》、《罚》。内容博大精深，无所不包，威力更是层层叠加，几无尽处。\n下落：拆分之后由九天分别保管。
626	《天伦》\n\n描述：杂学之集，三教九流，上至天文，下至地理。分为《数》、《玄》、《地》、《医》、《杂》、《史》六章。\n下落：除了《史》由幽天君保管外，其它的由变天君保管\n\n《国策》\n描述：记述历代帝王统御治国之术\n下落：由均天君保管\n\n《兵鉴》\n描述：九天兵鉴最核心的部分，由多部不为人知的兵书组成，包括黄帝的《阴符》、鬼谷子的《鬼谷算》、张良的《素书三略》、风后的《握奇经》等。由魏晋南北朝开始每一代的“九天”中的玄天君都需要在这部分增加新的内容或做新的注解。其中增补内容中最出名的要数唐初李靖的《李卫公兵法》。
627	《万花秘籍》\n\n来历：万花谷为东方宇轩所建，乃是天下奇人聚集之所在，建谷以来，东方宇轩将谷中奇士高深精妙之心得整理成卷。\n描述：《万花秘籍》共三卷，尽载万花谷武学杂技秘义，不过谷中弟子迄今无人得以被允修习秘籍。\n下落：万花谷主人东方宇轩手中。
628	《高山流水》\n\n外观：琴谱。\n来历：当初俞伯牙的琴谱并不是公开的，后来被万花得到，得此琴谱，不但琴艺大增，听高山流水一曲，会让人忘记痛苦，心旷神怡。\n下落：只有万花苏婧鸾知道其下落。
629	《易筋经》《洗髓经》\n\n来历：少林镇寺之宝\n描述：少林七十二般绝艺，样样精深广博，但最强的两本秘籍却是这易筋洗髓二经，据传其中功参造化，夺天地之变，修习到精微之处，直可伐毛洗髓，重铸凡胎。\n下落：少林保存。
630	《九阴玄冰劲》\n\n来历：《九阴玄冰劲》乃宇文氏祖上留下来家传决学，在极北之地所创，走的是阴寒的路子。\n描述：《九阴玄冰劲》共分八重，每重都有相应的招式与心法。最高级别能凝血成冰，厉害非常。\n下落：宇文兄弟手上。
631	《寒冰决》\n\n来历：晋武帝司马炎在公元二六五年废黜魏元帝曹奂自立为帝，建立了晋政权，改年号为“泰始”，为求使得西晋得到安定与复苏，对当世的武学之士实施了严厉的打击，凡不能为当朝所用者皆予以铲除，其中一批武学精强之士逃逸到昆仑山中，众人经历惨变，都觉世态炎凉，心灰意冷，决心不再踏入江湖，从此安居于此，钻研武学，研究升仙之道。如此数年过去，各人对彼此修为早已了然于胸，也都多了些从前未有的心得，其中颇有些能开前人之所未见，于是大家将之别门归类，一一记述下来，各人或依武技，或依心法，各择所长，埋首精研。西晋元康五年，昆仑一脉武学《昆仑武集》始创。然而在昆仑宗师库的藏书中，还有一本被束之高阁，那就是被称为昆仑派至高宝典的——《寒冰决》。
632	\n描述：《寒冰决》与明教密藏的《烈火决》合称“天下双决”。寒冰决与昆仑其它的武功心法不同，更讲究辟谷升仙之法。辟谷又称“却谷“、“断谷”、“绝谷”、“休粮”、“绝粒”，即不食五谷杂粮。而《寒冰决》领悟到最高心法之后不但可以辟谷长生，还能凌空飞行，腾云驾雾，最后可位列仙班，修成正果。\n下落：昆仑宗师库的藏书中，后被柳公子盗出。
633	《烈火诀》\n\n来历：明教教主陆危楼本乃波斯琐罗亚斯德教三大长老之一，陆危楼破门出教，前来中土，不仅辞去了祆教长老之位，更将祆教三宝之一的《烈火诀》带到中土。\n描述：《烈火诀》取长明不灭之义，此诀修习到深处之时，动若风扬烈焰，于刹那间激发全身之力斩将夺阵，静如薪火累积，生生不息，陆危楼当日长安遇难，于重围之中激战半日，尚能发力突围，这与他修习之心法有莫大关系。\n下落：明教教主陆危楼手中
634	《尚水宝典》\n\n来历：东海蓬莱岛武学秘籍，被方家奴仆方恭从岛中盗出。\n描述：《尚水宝典》为方家第六代岛主方岳所著，蓬莱岛四面环水，方岳自幼水性精熟，武学大成之后，闯出《尚水宝典》，此武学擅借水势，在水中施为威力倍增。方恭以伙夫之基，修习之后，易名宫傲，将天下水寇山贼尽皆收服，可见宝典威力。\n下落：十二连环坞坞主宫傲手中。
635	《尸咒》\n\n来历：为五毒制蛊失传密诀。具体来历不明，具体年份也不可考证，只知道是很久以前五圣教的苗人，发现的一种刺激人体潜能的蛊，但使用不当非常危险。\n描述：《尸咒》的蛊能让人功力大增，但付出的是自己的记忆、容貌（身体变成诡异的绿色，而且带有挥之不去难闻的药味）与寿命，而且药物发作死的样子非常难看。最重要的是炼制过程复杂，而且并不容易成功。\n下落：淳朴的苗人发现了这种蛊之后，觉得这种蛊不应该流传下去，因此《尸咒》也随着上代教主魔刹罗的失踪而不知所踪。传说魔刹罗与《尸咒》的失踪跟九天有莫大的关联。
636	《西河剑器》\n\n来历：公孙大娘所创\n描述：七秀镇派剑舞\n下落：七秀坊。
637	《四季剑法》\n\n来历：藏剑山庄叶家家传剑法。\n描述：叶家家传最强剑术，剑法自然，据传与四时相合，不同心性悟性之人修习此剑术，领悟绝然不同。叶大庄主叶英以此修成心剑，叶三庄主叶炜以此练成“寂剑”，皆是无双剑术，各家剑客莫能知其中奥妙。
638	第一式：春雾迷蒙，实为一种步法，变幻莫测，进可扰敌，退可自保。\n第二式：夏雨点点，瞬间刺出九九八十一剑，虚中有实，实中带虚，让人防不胜防。\n第三式：秋风落叶，必杀之招，此招一出，攻势凌厉，气势惊人，避无可避。\n第四式：冬寒刺骨，此招已非剑法，全凭使用之人内功强弱，一决胜负，生死立判。\n第五式：四季不休，传说中的第五招，但是剑谱上却并未记载，至今无人会使。\n。下落：藏剑山庄收存。
639	《乾坤三元诀》\n\n来历：纯阳子晚年九十八大寿时闭关新创的奇功。\n描述：纯阳子晚年新创的奇功。讲究个人心境的修炼，以天、地、人为三元，认为人才是是万物之灵。根本宗旨是为了修心养性，修性养命，达到身心健康，延年益寿的作用。通过练习，内炼纯阳气，外修纯阳体，二者互为表里。所谓纯阳正气，就是道家所讲的“人先天之真元”。得到它，人就精足、气充、神溢。练成此功者能使体内真气起脱胎换骨的变化，使之连绵不断，变化无常，并能约束心神，使之不受外界干扰，达到天人合一的境界，在气势上就能让敌人畏惧。\n下落：现无手抄本，只有纯阳子晓得此功。
640	《天魔无相》\n\n来历：唐门最为神秘的武学。\n描述：没有人知道《天魔无相》的威力，唐门上任门主唐简练成后就归隐了，而且连人都找不到了。\n下落：唐简手中。
641	《红尘秘意》\n\n来历：红尘一支，武林之中向来少有人知其来历，它是个素来一脉单传的门派，红尘弟子向来游戏风尘，潇洒无拘。\n描述：红尘武学，最重修习心神，非智慧圆融之人无法窥其门径，以己之心静，操敌之心志乃此派武学之最高境界，招式拼杀，反为末流武技。\n下落：现无手抄本，只有王遗风晓得此功。
642	《残照山河》\n\n来历：天策府镇府枪法。\n描述：据说这本秘籍乃三国枪圣赵云遗留下的枪法，施展出来，气势惨烈无比，以之破军冲阵，所向披靡。\n下落：天策府。
643	《霸王刀法》\n\n来历：霸刀山庄家传刀法。\n描述：与霸刀山庄“吞吴”宝刀配合使用，威力方可发挥到最大，先有柳风骨早年仗以驰骋中原，后有柳浮云凭借此刀法被明教教主陆危楼评为“ 天下第一刀”。\n下落：霸刀山庄。
